"V1","V2","pValue","FDR","pCorr","V1zeros","V1nonZeros","V1mean","V1sd","V1median","V2zeros","V2nonZeros","V2mean","V2sd","V2median","V1minusV2","feature"
"RND.PAIR","PARTNERS",2.9611356597553e-40,1.77668139585318e-39,1.77668139585318e-39,0,2000,0.655844689281484,0.132973018222451,0.651824886624673,0,1758,0.591738632547092,0.146129182898615,0.588229828769291,0.0641060567343922,"BC_Spec"
"RND.PAIR","PAR_CH",7.44560072467613e-17,1.48912014493523e-16,2.97824028987045e-16,0,2000,0.655844689281484,0.132973018222451,0.651824886624673,0,285,0.574944014262238,0.152530391140894,0.571936456431874,0.0809006750192459,"BC_Spec"
"RND.PAIR","SIBL",4.90013224171686e-27,1.47003967251506e-26,2.45006612085843e-26,0,2000,0.655844689281484,0.132973018222451,0.651824886624673,0,144,0.508987283118554,0.15165518842295,0.491570591189214,0.146857406162929,"BC_Spec"
"PARTNERS","PAR_CH",0.0680498791302428,0.0680498791302428,0.0680498791302428,0,1758,0.591738632547092,0.146129182898615,0.588229828769291,0,285,0.574944014262238,0.152530391140894,0.571936456431874,0.0167946182848537,"BC_Spec"
"PARTNERS","SIBL",1.99658695330741e-10,2.99488042996112e-10,5.98976085992223e-10,0,1758,0.591738632547092,0.146129182898615,0.588229828769291,0,144,0.508987283118554,0.15165518842295,0.491570591189214,0.0827513494285372,"BC_Spec"
"PAR_CH","SIBL",3.74494933977448e-05,4.49393920772937e-05,7.48989867954895e-05,0,285,0.574944014262238,0.152530391140894,0.571936456431874,0,144,0.508987283118554,0.15165518842295,0.491570591189214,0.0659567311436835,"BC_Spec"
