"BC_Spec","BC_PWY","BC_VF","BC_CARD","RELATIONSHIP.0","COHAB"
0.501859819788002,0.152180202391758,0.800936768890183,0.754019749998435,"RND.PAIR",FALSE
0.601787787585978,0.119941578379376,0.909866749561934,0.674517966471381,"RND.PAIR",FALSE
0.526542700488248,0.14524500218371,0.957081726551312,0.619646300197758,"PAR_CH",FALSE
0.550424926221711,0.119581086353948,0.535582765169781,0.788358330753931,"RND.PAIR",FALSE
0.468858703780155,0.15426811387354,1,0.623293429023248,"SIBL",FALSE
0.539817128391466,0.170620325213148,0.856472044506104,0.792483389591291,"SIBL",FALSE
0.768398984680419,0.374306071694482,0.973015650165415,0.991297936013006,"RND.PAIR",FALSE
0.675096017311584,0.136819303757618,0.976626295522506,0.583198099889476,"SIBL",FALSE
0.598324732618394,0.250240330938294,0.956917583493121,0.28241860702233,"SIBL",FALSE
0.640839125622269,0.192224448585112,0.960192278064861,0.674701232753388,"SIBL",FALSE
0.636264744027616,0.18106008407154,0.738719635341207,0.649931562252977,"RND.PAIR",FALSE
0.372344157706838,0.0889301394071315,0.568711523733468,0.656268800264636,"PAR_CH",FALSE
0.474562194692513,0.129053079651522,0.885291832244131,0.379947313653294,"PAR_CH",FALSE
0.766051702327076,0.200096851981481,0.788255509410095,0.684554047676556,"RND.PAIR",FALSE
0.488086586265585,0.166296265581762,0.756337752848572,0.281117393485674,"RND.PAIR",FALSE
0.540056003036112,0.198798361855118,0.997874616932224,0.889688526511843,"RND.PAIR",FALSE
0.681107439939542,0.313466231520065,1,0.852330340266479,"SIBL",FALSE
0.512356371319896,0.196372629417155,0.778207976052329,0.359229273408295,"SIBL",FALSE
0.972313779934732,0.443852853323912,0.967033389410968,0.98832300962911,"RND.PAIR",FALSE
0.68643849407019,0.205175115205462,0.970656171430978,0.770396524832326,"SIBL",FALSE
0.575641575603515,0.202013515763577,0.925228886555603,0.456119155871599,"PAR_CH",FALSE
0.670929493116792,0.355287735582333,0.968548035431651,0.928603821538004,"RND.PAIR",FALSE
0.681617196681335,0.219928549129028,1,0.730870962777941,"RND.PAIR",FALSE
0.596217968410702,0.158183316806366,0.898209951647504,0.587692507797433,"RND.PAIR",FALSE
0.781276265345639,0.418770351335698,0.648403461630543,0.977196934938975,"RND.PAIR",FALSE
0.574511021955315,0.153442550326661,0.244024094253098,0.49984643035463,"PAR_CH",FALSE
0.850150606459149,0.235610620893311,1,0.524182401434443,"SIBL",FALSE
0.48732138265399,0.129958108161954,1,0.560919673690707,"SIBL",FALSE
0.619332807223709,0.225919719298217,1,0.385303182875652,"RND.PAIR",FALSE
0.716445808360893,0.185396549415948,0.605527604557944,0.75877823119632,"RND.PAIR",FALSE
0.823251111676451,0.283779603679897,0.998282453291897,0.8446290585205,"RND.PAIR",FALSE
0.776393552158502,0.325940350148381,0.668176202093018,0.790487334322325,"PAR_CH",FALSE
0.711419124721177,0.243647902274785,0.405656109333157,0.71593535545721,"SIBL",FALSE
0.775172298378877,0.164753680329098,0.99864747864988,0.807251181247252,"SIBL",FALSE
0.701625237617368,0.170448987594373,0.829096414242085,0.519728255591917,"RND.PAIR",FALSE
0.581001603125014,0.202465046134753,0.357285620960412,0.472159090916046,"SIBL",FALSE
0.643637885653472,0.169203942311524,0.995667653253527,0.448906187396722,"PAR_CH",FALSE
0.410328316690945,0.367270141193297,0.369150622715301,0.962028517539997,"RND.PAIR",FALSE
0.648489915871657,0.211587308372315,0.370375084136133,0.481036758547012,"SIBL",FALSE
0.71869948750705,0.204811351847534,0.740985912465784,0.725931472577608,"RND.PAIR",FALSE
0.68170135154714,0.163457487059428,0.968538813610852,0.648888420205765,"SIBL",FALSE
0.585403889019049,0.159419775252906,0.6081179171021,0.162821932795954,"PAR_CH",FALSE
0.78947403363312,0.423280972119889,0.893498988172701,0.947501585776788,"RND.PAIR",FALSE
0.704097343709255,0.286120964281354,1,0.428826126945842,"RND.PAIR",FALSE
0.465186877902675,0.198997946449275,0.836300125285146,0.668022239691578,"RND.PAIR",FALSE
0.883291307185282,0.319840089807438,0.996618509024552,0.607430801562216,"RND.PAIR",FALSE
